cell,stimul,frame,time,mask,int,delta
cell3_01,20,65,9.0,down,2094.112,-0.07568956094424323
cell3_01,20,66,9.2,cell,2013.109,-0.06528177373076058
cell3_01,20,66,9.2,up,1639.891,-0.05480735318842451
cell3_01,20,66,9.2,down,2100.815,-0.07273095468393302
cell3_01,20,67,9.4,cell,2017.293,-0.06333907660968544
cell3_01,20,67,9.4,up,1645.092,-0.05180962531744587
cell3_01,20,67,9.4,down,2106.813,-0.07008352512264095
cell3_01,20,68,9.6,cell,2008.865,-0.06725232979716661
cell3_01,20,68,9.6,up,1665.966,-0.0397783675633972
cell3_01,20,68,9.6,down,2093.533,-0.075945123084288
cell3_01,20,69,9.8,cell,2010.424,-0.06652846153431859
cell3_01,20,69,9.8,up,1617.37,-0.06778790104120476
cell3_01,20,69,9.8,down,2106.161,-0.07037130839605918
cell3_01,20,70,10.0,cell,2024.482,-0.06000111064328737
cell3_01,20,70,10.0,up,1635.445,-0.057369917717240385
cell3_01,20,70,10.0,down,2114.512,-0.06668529901520719
cell3_01,20,71,10.2,cell,2014.951,-0.06442650410910174
cell3_01,20,71,10.2,up,1631.815,-0.05946216001134768
cell3_01,20,71,10.2,down,2107.668,-0.06970614061532104
cell3_01,20,72,10.4,cell,2026.438,-0.05909290902549978
cell3_01,20,72,10.4,up,1643.975,-0.05245343651373192
cell3_01,20,72,10.4,down,2113.092,-0.06731206626713031
cell3_01,20,73,10.6,cell,2017.6,-0.06319653167274229
cell3_01,20,73,10.6,up,1658.588,-0.04403086443555257
cell3_01,20,73,10.6,down,2112.892,-0.06740034334486608
cell3_01,20,74,10.8,cell,2017.058,-0.06344819081223144
cell3_01,20,74,10.8,up,1645.697,-0.0514609182684281
cell3_01,20,74,10.8,down,2110.225,-0.0685775181764709
cell3_01,20,75,11.0,cell,2002.401,-0.07025366684081616
cell3_01,20,75,11.0,up,1669.42,-0.037787567319913125
cell3_01,20,75,11.0,down,2091.672,-0.07676654129261815
cell3_01,20,76,11.2,cell,2016.851,-0.063544304173623
cell3_01,20,76,11.2,up,1689.311,-0.026322886473607542
cell3_01,20,76,11.2,down,2108.96,-0.0691358706931488
cell3_01,20,77,11.4,cell,2003.084,-0.06993653917979936
cell3_01,20,77,11.4,up,1671.613,-0.03652357631413422
cell3_01,20,77,11.4,down,2094.637,-0.07545783361518711
cell3_01,20,78,11.6,cell,2013.254,-0.0652144479462109
cell3_01,20,78,11.6,up,1585.966,-0.0858883905740278
cell3_01,20,78,11.6,down,2119.934,-0.06429210743779377
cell3_01,20,79,11.8,cell,2014.376,-0.06469348566852293
cell3_01,20,79,11.8,up,1606.294,-0.07417183372702646
cell3_01,20,79,11.8,down,2109.574,-0.06886486006450035
cell3_01,20,80,12.0,cell,2009.777,-0.06682887382813683
cell3_01,20,80,12.0,up,1649.21,-0.0494361118829737
cell3_01,20,80,12.0,down,2107.069,-0.06997053046313938
cell3_01,20,81,12.2,cell,2017.598,-0.0631974603042533
cell3_01,20,81,12.2,up,1583.319,-0.087414055960392
cell3_01,20,81,12.2,down,2124.813,-0.06213858812643271
cell3_01,20,82,12.4,cell,2008.514,-0.06741530462735246
cell3_01,20,82,12.4,up,1593.908,-0.08131081803964745
cell3_01,20,82,12.4,down,2112.759,-0.0674590476015602
cell3_01,20,83,12.6,cell,2012.028,-0.06578369906247236
cell3_01,20,83,12.6,up,1605.588,-0.07457875468009535
cell3_01,20,83,12.6,down,2102.126,-0.07215229843937579
cell3_01,20,84,12.8,cell,2012.492,-0.06556825655191338
cell3_01,20,84,12.8,up,1637.723,-0.05605693481201267
cell3_01,20,84,12.8,down,2110.969,-0.06824912744729422
cell3_01,20,85,13.0,cell,2011.158,-0.06618765376977055
cell3_01,20,85,13.0,up,1650.891,-0.0484672250244628
cell3_01,20,85,13.0,down,2102.315,-0.07206887660091567
cell3_01,20,86,13.2,cell,1997.269,-0.07263653529811967
cell3_01,20,86,13.2,up,1576.765,-0.09119161959553784
cell3_01,20,86,13.2,down,2104.565,-0.07107575947638964
cell3_01,20,87,13.4,cell,2009.392,-0.06700763539401014
cell3_01,20,87,13.4,up,1655.639,-0.04573059515878198
cell3_01,20,87,13.4,down,2100.685,-0.07278833478446124
cell3_01,20,88,13.6,cell,2012.496,-0.06556639928889126
cell3_01,20,88,13.6,up,1639.328,-0.055131852475361884
cell3_01,20,88,13.6,down,2103.713,-0.07145181982754344
cell3_01,20,89,13.8,cell,2017.551,-0.06321928314476252
cell3_01,20,89,13.8,up,1602.37,-0.076433530355698
cell3_01,20,89,13.8,down,2115.02,-0.06646107523775872
cell3_01,20,90,14.0,cell,2005.862,-0.0686466700109784
cell3_01,20,90,14.0,up,1620.261,-0.06612160008465806
cell3_01,20,90,14.0,down,2098.762,-0.07363711888688938
cell3_01,20,91,14.2,cell,2006.675,-0.0682691813017447
cell3_01,20,91,14.2,up,1581.765,-0.08830974315737343
cell3_01,20,91,14.2,down,2112.815,-0.0674343300197942
cell3_01,20,92,14.4,cell,2001.287,-0.07077091459246
cell3_01,20,92,14.4,up,1635.916,-0.0570984449567653
cell3_01,20,92,14.4,down,2104.501,-0.07110400814126498
cell3_01,20,93,14.6,cell,2000.152,-0.07129791297496962
cell3_01,20,93,14.6,up,1600.655,-0.07742201397398835
cell3_01,20,93,14.6,down,2094.763,-0.07540221905621376
cell3_01,20,94,14.8,cell,1986.444,-0.07766275335157061
cell3_01,20,94,14.8,up,1658.092,-0.0443167465782184
cell3_01,20,94,14.8,down,2073.662,-0.08471589214271326
cell3_01,20,95,15.0,cell,2006.382,-0.06840522581811057
cell3_01,20,95,15.0,up,1628.21,-0.06153999292326424
cell3_01,20,95,15.0,down,2104.145,-0.07126114133963453
cell3_01,20,96,15.2,cell,1995.319,-0.07354195102137412
cell3_01,20,96,15.2,up,1595.849,-0.08019207360635201
cell3_01,20,96,15.2,down,2104.885,-0.07093451615201253
cell3_01,20,97,15.4,cell,1994.193,-0.07406477056208412
cell3_01,20,97,15.4,up,1609.983,-0.07204558529094884
cell3_01,20,97,15.4,down,2089.762,-0.0776095873849935
cell3_01,20,98,15.6,cell,2008.585,-0.06738233820871083
cell3_01,20,98,15.6,up,1659.244,-0.04365276224686543
cell3_01,20,98,15.6,down,2103.254,-0.07165441572094687
cell3_01,20,99,15.8,cell,2011.284,-0.06612914998457554
cell3_01,20,99,15.8,up,1642.235,-0.053456329514213134
cell3_01,20,99,15.8,down,2113.64,-0.06707018707413473
cell3_01,20,100,16.0,cell,1982.564,-0.07946429848296913
cell3_01,20,100,16.0,up,1601.958,-0.07667099697420264
cell3_01,20,100,16.0,down,2079.179,-0.08228076895337531
cell3_01,20,101,16.2,cell,1996.954,-0.07278279476110695
cell3_01,20,101,16.2,up,1604.782,-0.07504331316192747
cell3_01,20,101,16.2,down,2094.766,-0.07540089490004766
cell3_01,20,102,16.4,cell,2011.704,-0.06593413736725928
cell3_01,20,102,16.4,up,1680.723,-0.03127279744379872
cell3_01,20,102,16.4,down,2108.004,-0.06955783512472526
cell3_01,20,103,16.6,cell,2001.589,-0.07063069123429448
cell3_01,20,103,16.6,up,1621.21,-0.06557461993669442
cell3_01,20,103,16.6,down,2083.372,-0.08043004001864758
cell3_01,20,104,16.8,cell,2006.984,-0.06812570773329055
cell3_01,20,104,16.8,up,1650.151,-0.04889374273731114
cell3_01,20,104,16.8,down,2094.929,-0.0753289490816931
cell3_01,20,105,17.0,cell,2000.025,-0.07135688107592002
cell3_01,20,105,17.0,up,1698.261,-0.021164327649293217
cell3_01,20,105,17.0,down,2086.176,-0.07919239538879376
cell3_01,20,106,17.2,cell,1996.263,-0.07310363694816789
cell3_01,20,106,17.2,up,1642.059,-0.05355777156483648
cell3_01,20,106,17.2,down,2093.694,-0.07587406003671078
cell3_01,20,107,17.4,cell,2001.8,-0.07053272060988079
cell3_01,20,107,17.4,up,1635.412,-0.05738893810173221
cell3_01,20,107,17.4,down,2105.729,-0.07056198688396828
cell3_01,20,108,17.6,cell,2006.066,-0.06855194959685336
cell3_01,20,108,17.6,up,1660.924,-0.04268445176364215
cell3_01,20,108,17.6,down,2095.103,-0.0752521480240631
cell3_01,20,109,17.8,cell,1993.718,-0.07428532054595374
cell3_01,20,109,17.8,up,1621.471,-0.06542418598662225
cell3_01,20,109,17.8,down,2078.793,-0.08245114371340509
cell3_01,20,110,18.0,cell,2003.205,-0.06988035697338209
cell3_01,20,110,18.0,up,1590.16,-0.08347107261769539
cell3_01,20,110,18.0,down,2101.392,-0.07247627531466579
cell3_01,20,111,18.2,cell,1997.885,-0.07235051679272238
cell3_01,20,111,18.2,up,1628.471,-0.06138955897319207
cell3_01,20,111,18.2,down,2094.374,-0.07557391797240966
cell3_01,20,112,18.4,cell,1998.904,-0.07187737903785249
cell3_01,20,112,18.4,up,1663.605,-0.041139189617498365
cell3_01,20,112,18.4,down,2097.255,-0.07430228666762752
cell3_01,20,113,18.6,cell,1993.907,-0.07419756486816145
cell3_01,20,113,18.6,up,1605.689,-0.07452054077604436
cell3_01,20,113,18.6,down,2091.525,-0.07683142494475381
cell3_01,20,114,18.8,cell,1993.685,-0.0743006429658858
cell3_01,20,114,18.8,up,1622.63,-0.06475616702825568
cell3_01,20,114,18.8,down,2081.259,-0.0813626873449246
cell3_01,20,115,19.0,cell,1987.935,-0.0769704585600976
cell3_01,20,115,19.0,up,1657.109,-0.04488332348596163
cell3_01,20,115,19.0,down,2084.728,-0.07983152143159979
cell3_01,20,116,19.2,cell,1986.941,-0.07743198842107957
cell3_01,20,116,19.2,up,1573.824,-0.09288673931646617
cell3_01,20,116,19.2,down,2078.9,-0.08240391547681654
cell3_01,20,117,19.4,cell,2003.055,-0.0699500043367093
cell3_01,20,117,19.4,up,1566.697,-0.09699456599142582
cell3_01,20,117,19.4,down,2100.956,-0.07266871934412936
cell3_01,20,118,19.6,cell,2003.924,-0.06954651394516671
cell3_01,20,118,19.6,up,1604.0,-0.07549403863685634
cell3_01,20,118,19.6,down,2115.773,-0.06612871204008394
cell3_01,20,119,19.8,cell,1995.423,-0.07349366218280054
cell3_01,20,119,19.8,up,1612.471,-0.0706115635753182
cell3_01,20,119,19.8,down,2092.2,-0.07653348980739612
cell3_01,20,120,20.0,cell,1984.631,-0.07850455781631942
cell3_01,20,120,20.0,up,1645.395,-0.05163498360529318
cell3_01,20,120,20.0,down,2078.224,-0.08270229199956299
cell3_01,20,121,20.2,cell,2002.273,-0.07031309925752217
cell3_01,20,121,20.2,up,1641.134,-0.05409091870589687
cell3_01,20,121,20.2,down,2107.829,-0.06963507756774383
cell3_01,20,122,20.4,cell,1982.746,-0.07937979301546537
cell3_01,20,122,20.4,up,1636.143,-0.05696760776647258
cell3_01,20,122,20.4,down,2072.739,-0.08512329085646317
cell3_01,20,123,20.6,cell,1985.731,-0.07799381048525285
cell3_01,20,123,20.6,up,1587.857,-0.08479846490511399
cell3_01,20,123,20.6,down,2089.518,-0.07771728541983106
cell3_01,20,124,20.8,cell,1992.243,-0.07497018628533857
cell3_01,20,124,20.8,up,1646.706,-0.050879355603206514
cell3_01,20,124,20.8,down,2083.707,-0.08028217591344035
cell3_01,20,125,21.0,cell,1982.043,-0.07970620699159257
cell3_01,20,125,21.0,up,1619.176,-0.06674696727173976
cell3_01,20,125,21.0,down,2079.831,-0.08199298567995708
cell3_01,20,126,21.2,cell,1995.271,-0.07356423817763885
cell3_01,20,126,21.2,up,1647.151,-0.050622868600209786
cell3_01,20,126,21.2,down,2082.144,-0.08097206127594447
cell3_01,20,127,21.4,cell,1981.732,-0.07985060919155773
cell3_01,20,127,21.4,up,1667.571,-0.038853285226746415
cell3_01,20,127,21.4,down,2075.777,-0.08378236204565868
cell3_01,20,128,21.6,cell,1989.017,-0.07646806891263022
cell3_01,20,128,21.6,up,1605.395,-0.07468999511060848
cell3_01,20,128,21.6,down,2080.31,-0.08178156207878029
cell3_01,20,129,21.8,cell,1971.615,-0.08454809169010394
cell3_01,20,129,21.8,up,1574.857,-0.09229134364434145
cell3_01,20,129,21.8,down,2063.682,-0.08912091832172206
cell3_01,20,130,22.0,cell,1996.963,-0.0727786159193073
cell3_01,20,130,22.0,up,1651.908,-0.04788105135694026
cell3_01,20,130,22.0,down,2087.002,-0.07882781105774553
cell3_01,20,131,22.2,cell,1988.801,-0.07656836111582153
cell3_01,20,131,22.2,up,1658.345,-0.04417092363044733
cell3_01,20,131,22.2,down,2086.963,-0.07884502508790388
cell3_01,20,132,22.4,cell,1978.268,-0.08145899896866199
cell3_01,20,132,22.4,up,1596.639,-0.07973673712912205
cell3_01,20,132,22.4,down,2084.28,-0.08002926208572758
cell3_01,20,133,22.6,cell,1975.586,-0.08270429382495349
cell3_01,20,133,22.6,up,1557.874,-0.10207992515421067
cell3_01,20,133,22.6,down,2077.619,-0.08296933015971333
cell3_01,20,134,22.8,cell,1978.028,-0.08157043474998563
cell3_01,20,134,22.8,up,1632.454,-0.05909385620255033
cell3_01,20,134,22.8,down,2070.12,-0.08627927918941153
cell3_01,20,135,23.0,cell,1984.207,-0.0787014276966578
cell3_01,20,135,23.0,up,1596.79,-0.07964970446068945
cell3_01,20,135,23.0,down,2090.436,-0.07731209363302438
cell3_01,20,136,23.2,cell,1971.232,-0.08472592462446624
cell3_01,20,136,23.2,up,1605.723,-0.0745009440162649
cell3_01,20,136,23.2,down,2066.075,-0.08806468308661503
cell3_01,20,137,23.4,cell,1978.091,-0.08154118285738823
cell3_01,20,137,23.4,up,1645.899,-0.05134449046032626
cell3_01,20,137,23.4,down,2077.555,-0.08299757882458887
cell3_01,20,138,23.6,cell,1981.399,-0.08000522633814429
cell3_01,20,138,23.6,up,1583.0,-0.08759791967714688
cell3_01,20,138,23.6,down,2076.008,-0.08368040202087411
cell3_01,20,139,23.8,cell,1987.781,-0.07704196318644692
cell3_01,20,139,23.8,up,1626.571,-0.0624846720196946
cell3_01,20,139,23.8,down,2083.772,-0.08025348586317624
cell3_01,20,140,24.0,cell,1986.471,-0.07765021682617167
cell3_01,20,140,24.0,up,1654.471,-0.04640380149473713
cell3_01,20,140,24.0,down,2084.41,-0.07997188198519956
cell3_01,20,141,24.2,cell,1974.789,-0.08307435348209903
cell3_01,20,141,24.2,up,1650.193,-0.04886953497523061
cell3_01,20,141,24.2,down,2074.875,-0.08418049166624647
cell3_01,20,142,24.4,cell,1979.55,-0.08086374617009168
cell3_01,20,142,24.4,up,1588.059,-0.08468203709701214
cell3_01,20,142,24.4,down,2084.709,-0.07983990775398478
cell3_01,20,143,24.6,cell,1967.057,-0.08666444290374174
cell3_01,20,143,24.6,up,1619.008,-0.06684379832006201
cell3_01,20,143,24.6,down,2063.504,-0.08919948492090672
cell3_01,20,144,24.8,cell,1977.994,-0.08158622148567318
cell3_01,20,144,24.8,up,1570.218,-0.09496514860367034
cell3_01,20,144,24.8,down,2085.22,-0.07961435982037021
cell3_01,20,145,25.0,cell,1970.049,-0.08527521016324059
cell3_01,20,145,25.0,up,1603.899,-0.07555225254090733
cell3_01,20,145,25.0,down,2064.548,-0.08873867857512671
cell3_01,20,146,25.2,cell,1971.141,-0.08476817735821807
cell3_01,20,146,25.2,up,1599.101,-0.07831770117096977
cell3_01,20,146,25.2,down,2068.525,-0.08698328888435322
cell3_01,20,147,25.4,cell,1983.113,-0.07920938913319134
cell3_01,20,147,25.4,up,1600.63,-0.07743642335617909
cell3_01,20,147,25.4,down,2077.478,-0.083031565499517
cell3_01,20,148,25.6,cell,1971.278,-0.08470456609971252
cell3_01,20,148,25.6,up,1628.773,-0.061215493636326994
cell3_01,20,148,25.6,down,2081.187,-0.0813944670929095
cell3_01,20,149,25.8,cell,1981.699,-0.07986593161148968
cell3_01,20,149,25.8,up,1612.462,-0.0706167509529069
cell3_01,20,149,25.8,down,2074.53,-0.08433276962534038
cell3_01,20,150,26.0,cell,1979.159,-0.081045293630498
cell3_01,20,150,26.0,up,1645.42,-0.0516205742231023
cell3_01,20,150,26.0,down,2075.773,-0.08378412758721336
cell3_01,20,151,26.2,cell,1966.774,-0.08679584426255257
cell3_01,20,151,26.2,up,1600.471,-0.07752806702691278
cell3_01,20,151,26.2,down,2069.87,-0.08638962553658108
cell3_01,20,152,26.4,cell,1967.492,-0.0864624655500927
cell3_01,20,152,26.4,up,1563.916,-0.09859746566633285
cell3_01,20,152,26.4,down,2057.248,-0.0919607919124777
cell3_01,20,153,26.6,cell,1970.49,-0.08507044691505843
cell3_01,20,153,26.6,up,1624.664,-0.06358381969321046
cell3_01,20,153,26.6,down,2063.752,-0.0890900213445145
cell3_01,20,154,26.8,cell,1979.299,-0.08098028942472596
cell3_01,20,154,26.8,up,1588.361,-0.08450797176014693
cell3_01,20,154,26.8,down,2079.882,-0.08197047502513452
cell3_01,20,155,27.0,cell,1962.589,-0.08873900569938323
cell3_01,20,155,27.0,up,1670.647,-0.037080354841987656
cell3_01,20,155,27.0,down,2056.84,-0.09214087715105838
cell3_01,20,156,27.2,cell,1968.73,-0.08588764264476499
cell3_01,20,156,27.2,up,1575.252,-0.09206367540572648
cell3_01,20,156,27.2,down,2069.12,-0.08672066457808976
cell3_01,20,157,27.4,cell,1954.03,-0.09271308425083692
cell3_01,20,157,27.4,up,1636.311,-0.05687077671815032
cell3_01,20,157,27.4,down,2047.469,-0.09627709962836217
cell3_01,20,158,27.6,cell,1966.479,-0.08693281741042945
cell3_01,20,158,27.6,up,1581.597,-0.08840657420569582
cell3_01,20,158,27.6,down,2064.908,-0.08857977983520249
cell3_01,20,159,27.8,cell,1976.628,-0.0822204768077068
cell3_01,20,159,27.8,up,1636.723,-0.056633310099645555
cell3_01,20,159,27.8,down,2073.546,-0.08476709284779993
cell3_01,20,160,28.0,cell,1960.164,-0.08986497140650732
cell3_01,20,160,28.0,up,1603.588,-0.07573150525536111
cell3_01,20,160,28.0,down,2052.13,-0.09421980233173288
cell3_01,20,161,28.2,cell,1976.781,-0.08214943649711298
cell3_01,20,161,28.2,up,1597.664,-0.0791459524592983
cell3_01,20,161,28.2,down,2069.147,-0.08670874717259543
cell3_01,20,162,28.4,cell,1962.837,-0.08862385539201546
cell3_01,20,162,28.4,up,1575.042,-0.09218471421612941
cell3_01,20,162,28.4,down,2064.177,-0.08890243255432617
cell3_01,20,163,28.6,cell,1974.138,-0.08337662303893939
cell3_01,20,163,28.6,up,1639.294,-0.05515144923514133
cell3_01,20,163,28.6,down,2070.598,-0.08606829697362331
cell3_01,20,164,28.8,cell,1963.695,-0.08822547247378353
cell3_01,20,164,28.8,up,1505.462,-0.13228890672962534
cell3_01,20,164,28.8,down,2061.022,-0.0902950034556061
cell3_01,20,165,29.0,cell,1966.398,-0.08697042698662624
cell3_01,20,165,29.0,up,1611.445,-0.07120292462042957
cell3_01,20,165,29.0,down,2069.957,-0.08635122500776608
cell3_01,20,166,29.2,cell,1972.322,-0.08421982045095482
cell3_01,20,166,29.2,up,1583.639,-0.08722961586834953
cell3_01,20,166,29.2,down,2071.8,-0.08553775173643197
cell3_01,20,167,29.4,cell,1962.653,-0.08870928949103023
cell3_01,20,167,29.4,up,1590.361,-0.08335522118488117
cell3_01,20,167,29.4,down,2057.674,-0.09177276173690081
cell3_01,20,168,29.6,cell,1972.144,-0.08430246865543645
cell3_01,20,168,29.6,up,1543.0,-0.11065293118246218
cell3_01,20,168,29.6,down,2074.527,-0.08433409378150648
cell3_01,20,169,29.8,cell,1966.171,-0.0870758266631281
cell3_01,20,169,29.8,up,1614.168,-0.06963345471220525
cell3_01,20,169,29.8,down,2072.469,-0.08524246491140629
cell3_01,20,170,30.0,cell,1966.485,-0.08693003151589643
cell3_01,20,170,30.0,up,1604.437,-0.07524216263616083
cell3_01,20,170,30.0,down,2057.53,-0.09183632123287037
cell3_01,20,171,30.2,cell,1965.355,-0.08745470831962844
cell3_01,20,171,30.2,up,1611.697,-0.0710576780479461
cell3_01,20,171,30.2,down,2053.592,-0.0935744968934853
cell3_01,20,172,30.4,cell,1958.109,-0.09081914028409087
cell3_01,20,172,30.4,up,1592.361,-0.0822024706096154
cell3_01,20,172,30.4,down,2052.7,-0.09396821266018641
cell3_01,20,173,30.6,cell,1961.521,-0.08923489492627334
cell3_01,20,173,30.6,up,1624.504,-0.06367603973923178
cell3_01,20,173,30.6,down,2064.277,-0.08885829401545839
cell3_01,20,174,30.8,cell,1951.517,-0.09387990974444632
cell3_01,20,174,30.8,up,1569.899,-0.09514901232042534
cell3_01,20,174,30.8,down,2054.338,-0.0932452233935313
cell3_01,20,175,31.0,cell,1951.121,-0.09406377878363027
cell3_01,20,175,31.0,up,1595.496,-0.08039553408288633
cell3_01,20,175,31.0,down,2044.135,-0.09774867851421543
cell3_01,20,176,31.2,cell,1958.093,-0.09082656933617904
cell3_01,20,176,31.2,up,1581.261,-0.08860023630234048
cell3_01,20,176,31.2,down,2056.712,-0.09219737448080927
cell3_01,20,177,31.4,cell,1968.66,-0.08592014474765101
cell3_01,20,177,31.4,up,1603.874,-0.07556666192309808
cell3_01,20,177,31.4,down,2067.046,-0.08763609787420845
cell3_01,20,178,31.6,cell,1971.647,-0.08453323358592749
cell3_01,20,178,31.6,up,1530.555,-0.11782592163705337
cell3_01,20,178,31.6,down,2075.304,-0.08399113733450347
cell3_01,20,179,31.8,cell,1956.401,-0.09161219159451058
cell3_01,20,179,31.8,up,1617.403,-0.06776888065671281
cell3_01,20,179,31.8,down,2050.373,-0.09499531645964057
cell3_01,20,180,32.0,cell,1956.449,-0.09158990443824586
cell3_01,20,180,32.0,up,1600.05,-0.07777072102300625
cell3_01,20,180,32.0,down,2046.794,-0.09657503476571995
cell3_01,20,181,32.2,cell,1965.437,-0.08741663442767625
cell3_01,20,181,32.2,up,1554.513,-0.10401712249594484
cell3_01,20,181,32.2,down,2057.993,-0.09163195979791247
cell3_01,20,182,32.4,cell,1971.628,-0.08454205558528227
cell3_01,20,182,32.4,up,1570.445,-0.09483431141337775
cell3_01,20,182,32.4,down,2075.17,-0.08405028297658636
cell3_01,20,183,32.6,cell,1966.216,-0.08705493245413
cell3_01,20,183,32.6,up,1601.462,-0.0769568791168686
cell3_01,20,183,32.6,down,2064.212,-0.0888869840657225
cell3_01,20,184,32.8,cell,1939.907,-0.09927061566597664
cell3_01,20,184,32.8,up,1546.101,-0.10886559141551255
cell3_01,20,184,32.8,down,2052.229,-0.09417610517825387
cell3_01,20,185,33.0,cell,1958.42,-0.0906747380841256
cell3_01,20,185,33.0,up,1600.975,-0.07723757388194587
cell3_01,20,185,33.0,down,2054.528,-0.09316136016968261
cell3_01,20,186,33.2,cell,1958.619,-0.09058233924877818
cell3_01,20,186,33.2,up,1542.706,-0.1108223855170263
cell3_01,20,186,33.2,down,2054.428,-0.0932054987085504
cell3_01,20,187,33.4,cell,1945.683,-0.09658872786212142
cell3_01,20,187,33.4,up,1610.378,-0.07181791705233385
cell3_01,20,187,33.4,down,2037.869,-0.10051439935967328
cell3_01,20,188,33.6,cell,1946.675,-0.09612812663265045
cell3_01,20,188,33.6,up,1598.168,-0.07885545931433138
cell3_01,20,188,33.6,down,2042.631,-0.09841252213878746
cell3_01,20,189,33.8,cell,1943.384,-0.0976561897840506
cell3_01,20,189,33.8,up,1591.958,-0.08243474985053147
cell3_01,20,189,33.8,down,2048.471,-0.09583483146890659
cell3_01,20,190,34.0,cell,1954.578,-0.09245863921681464
cell3_01,20,190,34.0,up,1582.941,-0.0876319258191172
cell3_01,20,190,34.0,down,2042.276,-0.09856921395176824
cell3_01,20,191,34.2,cell,1939.777,-0.09933097671419355
cell3_01,20,191,34.2,up,1565.487,-0.0976919800894615
cell3_01,20,191,34.2,down,2033.568,-0.10241279791637835
cell3_01,20,192,34.4,cell,1936.689,-0.10076478376722416
cell3_01,20,192,34.4,up,1578.706,-0.09007287516224254
cell3_01,20,192,34.4,down,2037.4,-0.1007214091069633
cell3_01,20,193,34.6,cell,1945.616,-0.09661983701774093
cell3_01,20,193,34.6,up,1596.445,-0.07984855393492281
cell3_01,20,193,34.6,down,2033.352,-0.1025081371603328
cell3_01,20,194,34.8,cell,1937.328,-0.10046808599945005
cell3_01,20,194,34.8,up,1543.151,-0.11056589851402958
cell3_01,20,194,34.8,down,2038.812,-0.10009817293814972
cell3_01,20,195,35.0,cell,1938.789,-0.09978972068064249
cell3_01,20,195,35.0,up,1606.235,-0.07420583986899691
cell3_01,20,195,35.0,down,2035.335,-0.10163286993458388
cell3_01,20,196,35.2,cell,1932.087,-0.10290156487410466
cell3_01,20,196,35.2,up,1560.84,-0.1003703960510916
cell3_01,20,196,35.2,down,2025.254,-0.10608247603784923
cell3_01,20,197,35.4,cell,1951.968,-0.093670503338709
cell3_01,20,197,35.4,up,1556.773,-0.10271451434589454
cell3_01,20,197,35.4,down,2054.076,-0.09336086636536507
cell3_01,20,198,35.6,cell,1950.005,-0.09458195516678512
cell3_01,20,198,35.6,up,1612.176,-0.07078159428516993
cell3_01,20,198,35.6,down,2041.351,-0.09897749543629558
cell3_01,20,199,35.8,cell,1938.764,-0.0998013285745304
cell3_01,20,199,35.8,up,1537.042,-0.11408697514617894
cell3_01,20,199,35.8,down,2044.175,-0.09773102309866831
cell3_01,20,200,36.0,cell,1929.61,-0.1040516750005156
cell3_01,20,200,36.0,up,1591.899,-0.08246875599250192
cell3_01,20,200,36.0,down,2027.272,-0.10519176032349653
cell2_01,20,1,-19.0,cell,1409.256,-0.0012904328601792984
cell2_01,20,1,-19.0,up,1581.088,0.0028853072603585122
cell2_01,20,1,-19.0,down,1988.102,-0.0022554494483126406
cell2_01,20,2,-18.0,cell,1414.075,0.0021246893064439097
cell2_01,20,2,-18.0,up,1584.958,0.005340051170310208
cell2_01,20,2,-18.0,down,1991.286,-0.0006575341255794301
cell2_01,20,3,-17.0,cell,1417.491,0.004545535399240085
cell2_01,20,3,-17.0,up,1592.856,0.010349758509017619
cell2_01,20,3,-17.0,down,2001.043,0.004239092697255941
cell2_01,20,4,-16.0,cell,1410.17,-0.0006427006210646284
cell2_01,20,4,-16.0,up,1581.229,0.0029747436663800537
cell2_01,20,4,-16.0,down,1995.968,0.0016921642227362079
cell2_01,20,5,-15.0,cell,1417.207,0.004344270677239549
cell2_01,20,5,-15.0,up,1577.632,0.000693163861704103
cell2_01,20,5,-15.0,down,2002.696,0.0050686636860995515
cell2_01,20,6,-14.0,cell,1410.639,-0.000310330358324289
cell2_01,20,6,-14.0,up,1575.071,-0.0009312803639771542
cell2_01,20,6,-14.0,down,1990.63,-0.0009867528604138884
cell2_01,20,7,-13.0,cell,1410.668,-0.0002897786789650731
cell2_01,20,7,-13.0,up,1579.796,0.0020657906888708407
cell2_01,20,7,-13.0,down,1990.959,-0.0008216416351691795
cell2_01,20,8,-12.0,cell,1411.016,-4.315852665432117e-05
cell2_01,20,8,-12.0,up,1565.66,-0.00690068474034777
cell2_01,20,8,-12.0,down,1993.089,0.00024731553738785027
cell2_01,20,9,-11.0,cell,1410.134,-0.0006682130506140443
cell2_01,20,9,-11.0,up,1567.224,-0.005908638364336409
cell2_01,20,9,-11.0,down,1994.3,0.0008550653664801735
cell2_01,20,10,-10.0,cell,1400.113,-0.00776988128712189
cell2_01,20,10,-10.0,up,1559.878,-0.010568211687981012
cell2_01,20,10,-10.0,down,1977.889,-0.0073809234404843575
cell2_01,20,11,-9.0,cell,1412.503,0.0010106465494544668
cell2_01,20,11,-9.0,up,1580.416,0.002459057155064571
cell2_01,20,11,-9.0,down,1988.509,-0.0020511933125236005
cell2_01,20,12,-8.0,cell,1402.137,-0.006335515803568239
cell2_01,20,12,-8.0,up,1553.513,-0.014605535973986719
cell2_01,20,12,-8.0,down,1980.191,-0.006225646721598648
cell2_01,20,13,-7.0,cell,1407.398,-0.002607157696366592
cell2_01,20,13,-7.0,up,1560.442,-0.01021046606389499
cell2_01,20,13,-7.0,down,1987.171,-0.0027226790857073323
