cell,stimul,frame,time,mask,int,delta,rel
cell3_01_22,20,90,70.0,down,597.64,-0.06491973571043116,0.8049695732168881
cell3_01_22,20,91,71.0,cell,741.248,-0.02955680115921944,741.248
cell3_01_22,20,91,71.0,up,644.85,0.0037466358883201144,0.8699517570367812
cell3_01_22,20,91,71.0,down,603.683,-0.05546472929000771,0.8144143390606112
cell3_01_22,20,92,72.0,cell,743.767,-0.026258921882810017,743.767
cell3_01_22,20,92,72.0,up,645.72,0.005100841631086405,0.868175113980588
cell3_01_22,20,92,72.0,down,606.196,-0.051532836002811874,0.8150348160109281
cell3_01_22,20,93,73.0,cell,741.112,-0.02973485260089945,741.112
cell3_01_22,20,93,73.0,up,643.482,0.0016172640996944278,0.8682655253187103
cell3_01_22,20,93,73.0,down,603.193,-0.05623139371926596,0.8139026220058507
cell3_01_22,20,94,74.0,cell,746.142,-0.02314956766229697,746.142
cell3_01_22,20,94,74.0,up,644.258,0.0028251533599090574,0.8634522651184359
cell3_01_22,20,94,74.0,down,604.315,-0.054475888638392915,0.8099195595476465
cell3_01_22,20,95,75.0,cell,739.366,-0.03202071890364291,739.366
cell3_01_22,20,95,75.0,up,642.006,-0.000680215988033198,0.8683196143723135
cell3_01_22,20,95,75.0,down,605.72,-0.0522775957340913,0.8192424320296038
cell3_01_22,20,96,76.0,cell,741.165,-0.029665464906715372,741.165
cell3_01_22,20,96,76.0,up,640.584,-0.0028936419262098542,0.8642933759689138
cell3_01_22,20,96,76.0,down,604.427,-0.05430065105456251,0.8155093670100451
cell3_01_22,20,97,77.0,cell,733.368,-0.039873311162437454,733.368
cell3_01_22,20,97,77.0,up,640.473,-0.003066419900286916,0.8733309879896586
cell3_01_22,20,97,77.0,down,606.912,-0.050412567163324325,0.8275681513237556
cell3_01_22,20,98,78.0,cell,733.796,-0.039312972801856576,733.796
cell3_01_22,20,98,78.0,up,627.382,-0.02344332493310696,0.8549814934941045
cell3_01_22,20,98,78.0,down,603.414,-0.05588561241545764,0.8223184645323768
cell3_01_22,20,99,79.0,cell,739.162,-0.0322877960661627,739.162
cell3_01_22,20,99,79.0,up,644.037,0.002481153970079915,0.871306966537782
cell3_01_22,20,99,79.0,down,601.112,-0.05948737061168716,0.8132344465759873
cell3_01_22,20,100,80.0,cell,740.384,-0.0306879514945977,740.384
cell3_01_22,20,100,80.0,up,645.402,0.004605856083730479,0.8717125167480659
cell3_01_22,20,100,80.0,down,602.439,-0.057411118167553135,0.8136845204650559
cell3_01_22,20,101,81.0,cell,737.547,-0.03440215693611159,737.547
cell3_01_22,20,101,81.0,up,632.683,-0.01519200925218267,0.8578205863490733
cell3_01_22,20,101,81.0,down,596.313,-0.06699598815456519,0.8085084747141538
cell3_01_22,20,102,82.0,cell,736.118,-0.03627300627552761,736.118
cell3_01_22,20,102,82.0,up,630.504,-0.018583749842398415,0.8565257200611858
cell3_01_22,20,102,82.0,down,600.538,-0.06038546322881816,0.8158175727261118
cell3_01_22,20,103,83.0,cell,737.476,-0.03449511026228275,737.476
cell3_01_22,20,103,83.0,up,638.765,-0.005725021519418839,0.8661502204817513
cell3_01_22,20,103,83.0,down,606.627,-0.05085848422932159,0.8225718531857307
cell3_01_22,20,104,84.0,cell,739.115,-0.03234932854968447,739.115
cell3_01_22,20,104,84.0,up,632.7,-0.01516554776065727,0.8560237581431848
cell3_01_22,20,104,84.0,down,603.419,-0.05587778930903665,0.8164074602734351
cell3_01_22,20,105,85.0,cell,741.916,-0.028682254372144604,741.916
cell3_01_22,20,105,85.0,up,647.822,0.008372727230275712,0.8731743216213156
cell3_01_22,20,105,85.0,down,600.438,-0.06054192535723824,0.8093072531122121
cell3_01_22,20,106,86.0,cell,744.113,-0.0258059380679479,744.113
cell3_01_22,20,106,86.0,up,641.312,-0.0017604674655961258,0.8618475957280681
cell3_01_22,20,106,86.0,down,601.82,-0.0583796187424731,0.8087750113222051
cell3_01_22,20,107,87.0,cell,736.712,-0.03549534041995517,736.712
cell3_01_22,20,107,87.0,up,648.082,0.008777432394780564,0.8796951861785881
cell3_01_22,20,107,87.0,down,601.58,-0.058755127850681224,0.8165741836701452
cell3_01_22,20,108,88.0,cell,731.635,-0.04214215784207926,731.635
cell3_01_22,20,108,88.0,up,637.297,-0.008010049140546255,0.8710586562971974
cell3_01_22,20,108,88.0,down,598.803,-0.06310008115690599,0.8184449896464767
cell3_01_22,20,109,89.0,cell,740.15,-0.03099430471042935,740.15
cell3_01_22,20,109,89.0,up,645.771,0.005180226105662253,0.8724866581098426
cell3_01_22,20,109,89.0,down,601.39,-0.059052405894679395,0.8125244882794028
cell3_01_22,20,110,90.0,cell,735.975,-0.03646022212964696,735.975
cell3_01_22,20,110,90.0,up,635.754,-0.010411818636050146,0.8638255375522267
cell3_01_22,20,110,90.0,down,601.113,-0.05948580599040282,0.8167573626821564
cell3_01_22,20,111,91.0,cell,734.842,-0.03794354774305386,734.842
cell3_01_22,20,111,91.0,up,631.501,-0.01703186119235482,0.8593697692837372
cell3_01_22,20,111,91.0,down,591.842,-0.07399140991622549,0.8054003445638654
cell3_01_22,20,112,92.0,cell,728.393,-0.04638659000330165,728.393
cell3_01_22,20,112,92.0,up,628.725,-0.02135286710260671,0.8631672737107577
cell3_01_22,20,112,92.0,down,599.484,-0.062034574062365413,0.823022736352491
cell3_01_22,20,113,93.0,cell,737.075,-0.035020100174882995,737.075
cell3_01_22,20,113,93.0,up,632.504,-0.015470633192360979,0.8581270562697147
cell3_01_22,20,113,93.0,down,590.633,-0.07588303704882376,0.8013200827595564
cell3_01_22,20,114,94.0,cell,737.004,-0.035113053501054155,737.004
cell3_01_22,20,114,94.0,up,634.822,-0.011862530994967618,0.861354890882546
cell3_01_22,20,114,94.0,down,595.868,-0.06769224462603429,0.8085003609207007
cell3_01_22,20,115,95.0,cell,735.48,-0.03710827700929074,735.48
cell3_01_22,20,115,95.0,up,633.071,-0.014588064622075356,0.860758960134878
cell3_01_22,20,115,95.0,down,601.246,-0.059277711359604274,0.8174878990591178
cell3_01_22,20,116,96.0,cell,736.604,-0.03563673421187737,736.604
cell3_01_22,20,116,96.0,up,638.972,-0.005402813946139975,0.8674565981178488
cell3_01_22,20,116,96.0,down,601.832,-0.05836084328706278,0.8170360193536825
cell3_01_22,20,117,97.0,cell,741.956,-0.028629886301062328,741.956
cell3_01_22,20,117,97.0,up,640.606,-0.0028593976430593675,0.8634016033295775
cell3_01_22,20,117,97.0,down,599.155,-0.06254933446486748,0.8075344090485149
cell3_01_22,20,118,98.0,cell,731.874,-0.04182925861736233,731.874
cell3_01_22,20,118,98.0,up,632.212,-0.015925148223266492,0.8638262870384793
cell3_01_22,20,118,98.0,down,597.693,-0.06483681078236854,0.816661064609482
cell3_01_22,20,119,99.0,cell,730.366,-0.04380353489716603,730.366
cell3_01_22,20,119,99.0,up,633.589,-0.013781767409715614,0.8674952010361929
cell3_01_22,20,119,99.0,down,597.629,-0.06493694654455731,0.8182596123039682
cell3_01_22,20,120,100.0,cell,737.049,-0.035054139421086594,737.049
cell3_01_22,20,120,100.0,up,637.983,-0.006942250129583537,0.8655910258341033
cell3_01_22,20,120,100.0,down,599.702,-0.061693486622409775,0.8136528236250236
cell11_01_22,20,1,-19.0,cell,359.972,0.001356108538754832,359.972
cell11_01_22,20,1,-19.0,up,183.074,0.04533014798289999,0.5085784449901659
cell11_01_22,20,1,-19.0,down,410.708,-0.004042437102152102,1.140944295667441
cell11_01_22,20,2,-18.0,cell,358.624,-0.0023937054309711406,358.624
cell11_01_22,20,2,-18.0,up,175.043,-0.0005258797351302867,0.4880961675738378
cell11_01_22,20,2,-18.0,down,411.107,-0.003074871173082685,1.1463454760417595
cell11_01_22,20,3,-17.0,cell,359.501,4.5899058234799363e-05,359.501
cell11_01_22,20,3,-17.0,up,188.395,0.07571240716452605,0.5240458301924057
cell11_01_22,20,3,-17.0,down,410.252,-0.005148226735374332,1.1411706782456796
cell11_01_22,20,4,-16.0,cell,359.664,0.0004993261183723323,359.664
cell11_01_22,20,4,-16.0,up,173.903,-0.0070351403002598045,0.48351516971395525
cell11_01_22,20,4,-16.0,down,412.136,-0.0005795695665352553,1.1458917211619735
cell11_01_22,20,5,-15.0,cell,359.803,0.0008859909119865492,359.803
cell11_01_22,20,5,-15.0,up,169.922,-0.0297661633790144,0.4722639889050397
cell11_01_22,20,5,-15.0,down,415.48,0.007529554410427446,1.1547430121483147
cell11_01_22,20,6,-14.0,cell,358.047,-0.003998781588635792,358.047
cell11_01_22,20,6,-14.0,up,171.457,-0.021001501126844523,0.47886729954447316
cell11_01_22,20,6,-14.0,down,411.426,-0.002301303425280418,1.149083779503808
cell11_01_22,20,7,-13.0,cell,361.609,0.005909851467865825,361.609
cell11_01_22,20,7,-13.0,up,181.213,0.03470406560421052,0.5011296732105672
cell11_01_22,20,7,-13.0,down,414.078,0.0041297362837222785,1.145098711591802
cell11_01_22,20,8,-12.0,cell,358.646,-0.0023325066866581277,358.646
cell11_01_22,20,8,-12.0,up,163.744,-0.06504178773986495,0.45656162343926876
cell11_01_22,20,8,-12.0,down,411.904,-0.0011421642922097694,1.1484974041255165
cell11_01_22,20,9,-11.0,cell,359.654,0.000471508507320977,359.654
cell11_01_22,20,9,-11.0,up,165.612,-0.05437573621735464,0.4604759018389897
cell11_01_22,20,9,-11.0,down,413.878,0.0036447408305546793,1.1507671261823864
cell11_01_22,20,10,-10.0,cell,359.325,-0.00044369089626946365,359.325
cell11_01_22,20,10,-10.0,up,178.988,0.02199958774683074,0.49812286926876786
cell11_01_22,20,10,-10.0,down,412.781,0.0009845407699302963,1.148767828567453
cell11_01_22,20,11,-9.0,cell,356.284,-0.00890302641699427,356.284
cell11_01_22,20,11,-9.0,up,170.682,-0.02542665633559483,0.47906164744978724
cell11_01_22,20,11,-9.0,down,409.058,-0.008043649590785105,1.1481234071695614
cell11_01_22,20,12,-8.0,cell,355.592,-0.010828005101749824,355.592
cell11_01_22,20,12,-8.0,up,165.368,-0.05576894637339989,0.4650498323921798
cell11_01_22,20,12,-8.0,down,409.844,-0.0061376174598363285,1.1525681117685438
cell11_01_22,20,13,-7.0,cell,359.218,-0.0007413393345191543,359.218
cell11_01_22,20,13,-7.0,up,172.942,-0.012522332759110053,0.4814402396316443
cell11_01_22,20,13,-7.0,down,412.168,-0.000501970294028478,1.1474035265493376
cell11_01_22,20,14,-6.0,cell,358.13,-0.003767895416909417,358.13
cell11_01_22,20,14,-6.0,up,169.298,-0.03332912705676943,0.47272778041493313
cell11_01_22,20,14,-6.0,down,411.921,-0.001100939678690531,1.1501996481724512
cell11_01_22,20,15,-5.0,cell,358.809,-0.0018790796265205948,358.809
cell11_01_22,20,15,-5.0,up,161.752,-0.07641586409577526,0.4508025161018815
cell11_01_22,20,15,-5.0,down,414.7,0.005638072143073631,1.1557681106103803
cell11_01_22,20,16,-4.0,cell,355.233,-0.01182665733849433,355.233
cell11_01_22,20,16,-4.0,up,164.667,-0.059771570633185576,0.46354646105513847
cell11_01_22,20,16,-4.0,down,412.378,7.274931797480213e-06,1.1608662483496746
cell11_01_22,20,17,-3.0,cell,357.377,-0.005862561529078331,357.377
cell11_01_22,20,17,-3.0,up,148.651,-0.15122097169556536,0.41595010311239955
cell11_01_22,20,17,-3.0,down,416.934,0.01105547135495611,1.1666503440344511
cell11_01_22,20,18,-2.0,cell,357.853,-0.004538443243032621,357.853
cell11_01_22,20,18,-2.0,up,153.911,-0.12118701505295065,0.4300955979131096
cell11_01_22,20,18,-2.0,down,414.79,0.00585632009699914,1.1591072311815187
cell11_01_22,20,19,-1.0,cell,357.595,-0.005256137608158186,357.595
cell11_01_22,20,19,-1.0,up,176.174,0.005931991930800758,0.4926634880241614
cell11_01_22,20,19,-1.0,down,410.418,-0.004745680509245211,1.1477173897845327
cell11_01_22,20,20,0.0,cell,333.384,-0.0726053557246556,333.384
cell11_01_22,20,20,0.0,up,193.058,0.10233756682698082,0.5790859789312024
cell11_01_22,20,20,0.0,down,371.872,-0.09821885419824186,1.1154464521392748
cell11_01_22,20,21,1.0,cell,327.505,-0.08895932926176227,327.505
cell11_01_22,20,21,1.0,up,205.287,0.17216366108221584,0.6268209645654265
cell11_01_22,20,21,1.0,down,360.854,-0.12493725371324647,1.1018274530159844
cell11_01_22,20,22,2.0,cell,314.057,-0.12636845260365873,314.057
cell11_01_22,20,22,2.0,up,205.205,0.17169545111174164,0.6534004973619438
cell11_01_22,20,22,2.0,down,343.296,-0.16751500454683238,1.0931009339069022
cell11_01_22,20,23,3.0,cell,310.201,-0.13709492342507104,310.201
cell11_01_22,20,23,3.0,up,211.539,0.20786181639203083,0.6819417087630277
cell11_01_22,20,23,3.0,down,338.698,-0.17866505001515615,1.0918662415659524
cell11_01_22,20,24,4.0,cell,311.857,-0.1324883270349624,311.857
cell11_01_22,20,24,4.0,up,210.244,0.20046752478515142,0.6741679680109793
cell11_01_22,20,24,4.0,down,343.061,-0.16808487420430437,1.1000586807414936
cell11_01_22,20,25,5.0,cell,307.576,-0.14439704632605843,307.576
cell11_01_22,20,25,5.0,up,200.105,0.14257507489932036,0.6505871719509974
cell11_01_22,20,25,5.0,down,340.637,-0.17396301909669598,1.1074888807969412
cell11_01_22,20,26,6.0,cell,312.115,-0.13177063266983685,312.115
cell11_01_22,20,26,6.0,up,178.694,0.020320883706349928,0.5725261522195344
cell11_01_22,20,26,6.0,down,349.066,-0.15352288572294642,1.1183890553161493
cell11_01_22,20,27,7.0,cell,312.526,-0.1306273288556251,312.526
cell11_01_22,20,27,7.0,up,197.756,0.12916257220854058,0.632766553822722
cell11_01_22,20,27,7.0,down,348.392,-0.15515732040012126,1.1147616518305676
cell11_01_22,20,28,8.0,cell,310.899,-0.13515325417368473,310.899
cell11_01_22,20,28,8.0,up,170.671,-0.025489464990170616,0.5489596299762945
cell11_01_22,20,28,8.0,down,350.568,-0.1498805698696575,1.1275944921019365
cell11_01_22,20,29,9.0,cell,315.561,-0.1221846839015312,315.561
cell11_01_22,20,29,9.0,up,183.368,0.04700885202338064,0.5810857488726427
cell11_01_22,20,29,9.0,down,354.3,-0.14083055471354952,1.122762318537462
cell11_01_22,20,30,10.0,cell,317.39,-0.11709684284023368,317.39
cell11_01_22,20,30,10.0,up,180.961,0.033265176426655704,0.5701534389867357
cell11_01_22,20,30,10.0,down,357.567,-0.13290815398605638,1.1265855887078988
cell11_01_22,20,31,11.0,cell,321.135,-0.10667914750149167,321.135
cell11_01_22,20,31,11.0,up,185.872,0.061306385755910665,0.5787970791100316
cell11_01_22,20,31,11.0,down,363.244,-0.11914155804789324,1.1311255391034925
cell11_01_22,20,32,12.0,cell,322.567,-0.10269566559893394,322.567
cell11_01_22,20,32,12.0,up,191.26,0.09207120674268017,0.5929310809847256
cell11_01_22,20,32,12.0,down,363.902,-0.11754592300697184,1.1281439204878365
cell11_01_22,20,33,13.0,cell,322.773,-0.10212262281127545,322.773
cell11_01_22,20,33,13.0,up,176.047,0.00520683746433453,0.5454204657762576
cell11_01_22,20,33,13.0,down,365.636,-0.11334101242800843,1.132796113677414
cell11_01_22,20,34,14.0,cell,321.603,-0.10537728330428701,321.603
cell11_01_22,20,34,14.0,up,177.585,0.013988629349570618,0.5521870131808472
cell11_01_22,20,34,14.0,down,363.99,-0.11733252500757803,1.1317991436647046
cell11_01_22,20,35,15.0,cell,319.187,-0.11209801813430054,319.187
cell11_01_22,20,35,15.0,up,174.159,-0.005573411611950036,0.5456331241560589
cell11_01_22,20,35,15.0,down,362.376,-0.12124643831464085,1.1353093954327713
cell11_01_22,20,36,16.0,cell,323.642,-0.09970527241091055,323.642
cell11_01_22,20,36,16.0,up,175.612,0.002723040669745654,0.5426118983321077
cell11_01_22,20,36,16.0,down,368.21,-0.10709912094574119,1.1377077140791367
cell11_01_22,20,37,17.0,cell,323.584,-0.09986661455500855,323.584
cell11_01_22,20,37,17.0,up,160.36,-0.08436401383845961,0.4955745648734178
cell11_01_22,20,37,17.0,down,369.356,-0.10432009699909064,1.1414532238924051
cell11_01_22,20,38,18.0,cell,324.416,-0.09755218931553371,324.416
cell11_01_22,20,38,18.0,up,167.279,-0.04485737011027501,0.5156311649240481
cell11_01_22,20,38,18.0,down,369.108,-0.10492149136101848,1.137761392779641
cell11_01_22,20,39,19.0,cell,323.157,-0.10105442654690255,323.157
cell11_01_22,20,39,19.0,up,158.419,-0.09544688643224579,0.49022301853278755
cell11_01_22,20,39,19.0,down,369.404,-0.10420369809033041,1.143110005353435
cell11_01_22,20,40,20.0,cell,326.119,-0.09281485015348351,326.119
cell11_01_22,20,40,20.0,up,154.81,-0.11605383501080034,0.4747040190850579
cell11_01_22,20,40,20.0,down,374.066,-0.0928984540769931,1.147023019204646
cell11_01_22,20,41,21.0,cell,326.826,-0.09084814505215093,326.826
cell11_01_22,20,41,21.0,up,174.376,-0.0043343681534998854,0.5335438429011156
cell11_01_22,20,41,21.0,down,372.32,-0.09713246438314642,1.1391994516960093
cell11_01_22,20,42,22.0,cell,325.779,-0.09376064892923054,325.779
cell11_01_22,20,42,22.0,up,170.744,-0.02507264391889474,0.5241099027254673
cell11_01_22,20,42,22.0,down,370.802,-0.10081357987268864,1.1382010504053361
cell11_01_22,20,43,23.0,cell,327.146,-0.08995798149850677,327.146
cell11_01_22,20,43,23.0,up,153.225,-0.12510399114740578,0.46836886283188545
cell11_01_22,20,43,23.0,down,375.408,-0.08964413458623821,1.1475243469276715
cell11_01_22,20,44,24.0,cell,325.284,-0.09513762067627389,325.284
cell11_01_22,20,44,24.0,up,157.202,-0.10239580757940597,0.4832761525313265
cell11_01_22,20,44,24.0,down,373.679,-0.09383692027887244,1.1487776835011867
cell11_01_22,20,45,25.0,cell,328.146,-0.08717622039336871,328.146
cell11_01_22,20,45,25.0,up,161.554,-0.0775464198781399,0.4923235389125572
cell11_01_22,20,45,25.0,down,375.684,-0.08897484086086686,1.1448684427053812
cell11_01_22,20,46,26.0,cell,324.74,-0.09665089871746894,324.74
cell11_01_22,20,46,26.0,up,158.07,-0.09743963374560569,0.4867586376793742
cell11_01_22,20,46,26.0,down,372.69,-0.0962352227947863,1.1476565868079078
cell11_01_22,20,47,27.0,cell,326.519,-0.09170214571142836,326.519
cell11_01_22,20,47,27.0,up,157.651,-0.0998320724971751,0.48282335790566555
cell11_01_22,20,47,27.0,down,373.578,-0.0940818429827221,1.1441233128853143
cell11_01_22,20,48,28.0,cell,324.939,-0.09609732825754644,324.939
cell11_01_22,20,48,28.0,up,158.992,-0.09217512651661507,0.48929799131529295
cell11_01_22,20,48,28.0,down,373.03,-0.0954107305244014,1.1480000861700195
cell11_01_22,20,49,29.0,cell,324.521,-0.09726010439949416,324.521
cell11_01_22,20,49,29.0,up,153.597,-0.12297991664720556,0.4733037307292903
cell11_01_22,20,49,29.0,down,372.836,-0.0958811761139739,1.148880966100807
cell11_01_22,20,50,30.0,cell,326.057,-0.0929873193420021,326.057
cell11_01_22,20,50,30.0,up,151.872,-0.13282945566023033,0.46578358998580005
cell11_01_22,20,50,30.0,down,375.842,-0.08859169445286454,1.1526880269400748
cell11_01_22,20,51,31.0,cell,327.546,-0.08884527705645161,327.546
cell11_01_22,20,51,31.0,up,167.031,-0.046273419777075046,0.5099466945100841
cell11_01_22,20,51,31.0,down,374.471,-0.09191633828432857,1.1432623204069048
cell11_01_22,20,52,32.0,cell,329.427,-0.08361278441768685,329.427
cell11_01_22,20,52,32.0,up,151.453,-0.1352218944117999,0.459746772426061
cell11_01_22,20,52,32.0,down,376.874,-0.0860891179145195,1.1440288743788456
cell11_01_22,20,53,33.0,cell,328.65,-0.08577421279637924,328.65
cell11_01_22,20,53,33.0,up,146.295,-0.16467344353016633,0.4451392058420812
cell11_01_22,20,53,33.0,down,378.725,-0.08160048499545311,1.1523657386277195
cell11_01_22,20,54,34.0,cell,325.759,-0.09381628415133325,325.759
cell11_01_22,20,54,34.0,up,151.725,-0.13366880768047082,0.46575842877710205
cell11_01_22,20,54,34.0,down,374.01,-0.09303425280387999,1.1481187012484688
cell11_01_22,20,55,35.0,cell,327.351,-0.08938772047195351,327.351
cell11_01_22,20,55,35.0,up,142.752,-0.18490354018126584,0.43608237029977
cell11_01_22,20,55,35.0,down,377.776,-0.08390178842073354,1.1540395477637155
cell11_01_22,20,56,36.0,cell,327.338,-0.08942388336632025,327.338
cell11_01_22,20,56,36.0,up,158.0,-0.09783932518381536,0.48268150963224554
cell11_01_22,20,56,36.0,down,374.694,-0.09137556835404664,1.14467003525408
cell11_01_22,20,57,37.0,cell,327.485,-0.08901496448386498,327.485
cell11_01_22,20,57,37.0,up,165.295,-0.05618576744467576,0.5047406751454264
cell11_01_22,20,57,37.0,down,374.048,-0.09294210366777811,1.1421836114631203
cell11_01_22,20,58,38.0,cell,327.711,-0.08838628647410378,327.711
cell11_01_22,20,58,38.0,up,157.88,-0.09852451050646058,0.48176594621480506
cell11_01_22,20,58,38.0,down,376.171,-0.08779387693240377,1.147874194030716
cell11_01_22,20,59,39.0,cell,326.881,-0.09069514819136847,326.881
cell11_01_22,20,59,39.0,up,151.298,-0.13610692545354997,0.462853454315179
cell11_01_22,20,59,39.0,down,375.79,-0.08871779327068804,1.1496232573933636
cell11_01_22,20,60,40.0,cell,328.59,-0.08594111846268754,328.59
cell11_01_22,20,60,40.0,up,142.953,-0.18375585476583514,0.43504975805715335
cell11_01_22,20,60,40.0,down,379.51,-0.07969687784177025,1.1549651541434616
cell11_01_22,20,61,41.0,cell,329.82,-0.08251955230336767,329.82
cell11_01_22,20,61,41.0,up,157.806,-0.09894704145542503,0.4784609787156631
cell11_01_22,20,61,41.0,down,378.615,-0.08186723249469534,1.1479443332726942
cell11_01_22,20,62,42.0,cell,330.167,-0.08155428119988482,330.167
cell11_01_22,20,62,42.0,up,155.302,-0.11324457518795505,0.4703740834183913
cell11_01_22,20,62,42.0,down,379.838,-0.07890148529857527,1.150442049023676
cell11_01_22,20,63,43.0,cell,328.249,-0.08688969899953947,328.249
cell11_01_22,20,63,43.0,up,164.395,-0.06132465736451466,0.5008240695325804
cell11_01_22,20,63,43.0,down,374.552,-0.09171991512579565,1.1410605972904715
cell11_01_22,20,64,44.0,cell,327.839,-0.08803022105264614,327.839
cell11_01_22,20,64,44.0,up,152.977,-0.12652004081420581,0.4666223359636895
cell11_01_22,20,64,44.0,down,376.76,-0.08636556532282512,1.1492226367210734
cell11_01_22,20,65,45.0,cell,328.159,-0.08714005749900199,328.159
cell11_01_22,20,65,45.0,up,141.647,-0.19121295502729052,0.4316413689705295
cell11_01_22,20,65,45.0,down,378.59,-0.08192785692634137,1.1536785521652613
cell11_01_22,20,66,46.0,cell,328.883,-0.08512606245888206,328.883
cell11_01_22,20,66,46.0,up,157.535,-0.10049441830906554,0.47900013074558434
cell11_01_22,20,66,46.0,down,376.847,-0.08615459230069723,1.1458390977946564
cell11_01_22,20,67,47.0,cell,329.762,-0.08268089444746567,329.762
cell11_01_22,20,67,47.0,up,153.089,-0.12588053451307032,0.46424087675353737
cell11_01_22,20,67,47.0,down,379.176,-0.08050682024856019,1.1498474657480242
cell11_01_22,20,68,48.0,cell,326.899,-0.0906450764914759,326.899
cell11_01_22,20,68,48.0,up,141.702,-0.19089891175441143,0.43347333580096603
cell11_01_22,20,68,48.0,down,376.434,-0.08715610791148827,1.151529983267003
cell11_01_22,20,69,49.0,cell,330.064,-0.08184080259371392,330.064
cell11_01_22,20,69,49.0,up,155.736,-0.11076648827105491,0.47183576518493375
cell11_01_22,20,69,49.0,down,379.596,-0.07948832979690815,1.1500678656260603
cell11_01_22,20,70,50.0,cell,325.814,-0.09366328729055064,325.814
cell11_01_22,20,70,50.0,up,158.283,-0.09622342979791049,0.4858078535606204
cell11_01_22,20,70,50.0,down,372.253,-0.0972949378599576,1.1425322423223065
cell11_01_22,20,71,51.0,cell,329.375,-0.08375743599515409,329.375
cell11_01_22,20,71,51.0,up,145.488,-0.16928131482495523,0.44170929791271346
cell11_01_22,20,71,51.0,down,379.478,-0.07977447711427703,1.1521153700189755
cell11_01_22,20,72,52.0,cell,328.559,-0.08602735305694667,328.559
cell11_01_22,20,72,52.0,up,158.236,-0.09649179404927985,0.48160604335903134
cell11_01_22,20,72,52.0,down,376.366,-0.08732100636556536,1.1455050691047877
cell11_01_22,20,73,53.0,cell,327.371,-0.0893320852498508,327.371
cell11_01_22,20,73,53.0,up,154.779,-0.11623084121915038,0.47279386384255173
cell11_01_22,20,73,53.0,down,376.156,-0.08783025159139132,1.149020530224119
cell11_01_22,20,74,54.0,cell,324.08,-0.09848686104686012,324.08
cell11_01_22,20,74,54.0,up,146.36,-0.1643023014804,0.4516168847198223
cell11_01_22,20,74,54.0,down,373.468,-0.09434859048196419,1.1523944705011109
cell11_01_22,20,75,55.0,cell,324.637,-0.09693742011129818,324.637
cell11_01_22,20,75,55.0,up,136.69,-0.2195168187302261,0.42105490132055184
cell11_01_22,20,75,55.0,down,374.86,-0.09097302212791752,1.1547051013901681
cell11_01_22,20,76,56.0,cell,327.676,-0.08848364811278368,327.676
cell11_01_22,20,76,56.0,up,148.674,-0.15108964450872506,0.45372257962133333
cell11_01_22,20,76,56.0,down,377.778,-0.08389693846620183,1.1529010363896044
cell11_01_22,20,77,57.0,cell,328.547,-0.08606073419020834,328.547
cell11_01_22,20,77,57.0,up,145.826,-0.1673513761661713,0.4438512602458704
cell11_01_22,20,77,57.0,down,376.86,-0.08612306759624125,1.1470504981022502
cell11_01_22,20,78,58.0,cell,327.404,-0.0892402871333812,327.404
cell11_01_22,20,78,58.0,up,151.419,-0.135416030253216,0.46248365933220126
cell11_01_22,20,78,58.0,down,376.27,-0.08755380418308582,1.1492529107768994
cell11_01_22,20,79,59.0,cell,327.728,-0.08833899653531643,327.728
cell11_01_22,20,79,59.0,up,143.163,-0.182556780451206,0.4368348142361959
cell11_01_22,20,79,59.0,down,375.166,-0.09023097908457109,1.1447480837767905
cell11_01_22,20,80,60.0,cell,326.436,-0.09193303188315488,326.436
cell11_01_22,20,80,60.0,up,143.415,-0.1811178912736512,0.43933573502922474
cell11_01_22,20,80,60.0,down,376.364,-0.08732585632009705,1.1529488169197024
cell11_01_22,20,81,61.0,cell,329.406,-0.08367120140089479,329.406
cell11_01_22,20,81,61.0,up,162.186,-0.07393777717887513,0.4923589734248921
cell11_01_22,20,81,61.0,down,378.014,-0.08332464383146405,1.1475625823451912
cell11_01_22,20,82,62.0,cell,327.551,-0.08883136825092593,327.551
cell11_01_22,20,82,62.0,up,145.632,-0.16845909243778098,0.44460862583231314
cell11_01_22,20,82,62.0,down,376.925,-0.08596544407396178,1.1507368318216096
cell11_01_22,20,83,63.0,cell,323.688,-0.09957731140007423,323.688
cell11_01_22,20,83,63.0,up,142.415,-0.1868277689623612,0.43997614987271694
cell11_01_22,20,83,63.0,down,371.951,-0.09802728099424063,1.1491034576505772
cell11_01_22,20,84,64.0,cell,326.221,-0.0925311105207595,326.221
cell11_01_22,20,84,64.0,up,158.314,-0.09604642358956045,0.4852967773380622
cell11_01_22,20,84,64.0,down,373.894,-0.09331555016671718,1.1461371278979589
cell11_01_22,20,85,65.0,cell,325.942,-0.093307221869093,325.942
cell11_01_22,20,85,65.0,up,141.523,-0.19192097986069054,0.43419688165379117
cell11_01_22,20,85,65.0,down,375.469,-0.08949621097302214,1.1519503469942505
cell11_01_22,20,86,66.0,cell,327.544,-0.08885084057866191,327.544
cell11_01_22,20,86,66.0,up,152.686,-0.12818161522162042,0.4661541655472242
cell11_01_22,20,86,66.0,down,376.048,-0.08809214913610185,1.1480839215494714
cell11_01_22,20,87,67.0,cell,326.829,-0.09083979976883555,326.829
cell11_01_22,20,87,67.0,up,148.047,-0.1546697378195463,0.4529799987149243
cell11_01_22,20,87,67.0,down,375.066,-0.09047347681115496,1.1475909420522659
