ID,date,cell,rep,power,stimul,frame,time,mask,int,delta,rel
cell4_03_3_04,3_04,cell4_3_04,3,50,20,11,-9.0,cell,815.723,-0.007322267383844103,815.723
cell4_03_3_04,3_04,cell4_3_04,3,50,20,11,-9.0,up,601.357,-0.0024295745208864753,0.005038803075965205
cell4_03_3_04,3_04,cell4_3_04,3,50,20,11,-9.0,down,1045.747,-0.007619925549691715,-0.0003079236512526885
cell4_03_3_04,3_04,cell4_3_04,3,50,20,12,-8.0,cell,820.128,-0.00196169104582954,820.128
cell4_03_3_04,3_04,cell4_3_04,3,50,20,12,-8.0,up,606.357,0.0058647533532308425,0.007952166912441721
cell4_03_3_04,3_04,cell4_3_04,3,50,20,12,-8.0,down,1057.765,0.003784767683703966,0.0057496348886505524
cell4_03_3_04,3_04,cell4_3_04,3,50,20,13,-7.0,cell,820.326,-0.0017207389198529792,820.326
cell4_03_3_04,3_04,cell4_3_04,3,50,20,13,-7.0,up,559.357,-0.07210192866347194,-0.07040074407531853
cell4_03_3_04,3_04,cell4_3_04,3,50,20,13,-7.0,down,1055.21,0.0013601553346170446,0.0030781075980420877
cell4_03_3_04,3_04,cell4_3_04,3,50,20,14,-6.0,cell,823.69,0.002373013361890678,823.69
cell4_03_3_04,3_04,cell4_3_04,3,50,20,14,-6.0,up,507.643,-0.15788850299989254,-0.15979013724014085
cell4_03_3_04,3_04,cell4_3_04,3,50,20,14,-6.0,down,1054.541,0.000725295975893231,-0.0016518756142909958
cell4_03_3_04,3_04,cell4_3_04,3,50,20,15,-5.0,cell,821.72,-2.4338598583471428e-05,821.72
cell4_03_3_04,3_04,cell4_3_04,3,50,20,15,-5.0,up,644.643,0.06937608075092207,0.06951918743505543
cell4_03_3_04,3_04,cell4_3_04,3,50,20,15,-5.0,down,1050.204,-0.003390376727820933,-0.00337416517995778
cell4_03_3_04,3_04,cell4_3_04,3,50,20,16,-4.0,cell,815.118,-0.008058509990994667,815.118
cell4_03_3_04,3_04,cell4_3_04,3,50,20,16,-4.0,up,531.714,-0.1179579497483168,-0.11069490917139195
cell4_03_3_04,3_04,cell4_3_04,3,50,20,16,-4.0,down,1043.934,-0.009340403901509612,-0.0013003698518435703
cell4_03_3_04,3_04,cell4_3_04,3,50,20,17,-3.0,cell,820.333,-0.0017122204103488198,820.333
cell4_03_3_04,3_04,cell4_3_04,3,50,20,17,-3.0,up,605.143,0.003850890545395254,0.005682743404549447
cell4_03_3_04,3_04,cell4_3_04,3,50,20,17,-3.0,down,1052.096,-0.001594929931549908,0.00010941840557904234
cell4_03_3_04,3_04,cell4_3_04,3,50,20,18,-2.0,cell,813.169,-0.010430306422956198,813.169
cell4_03_3_04,3_04,cell4_3_04,3,50,20,18,-2.0,up,676.857,0.12281477637828503,0.1347737408096132
cell4_03_3_04,3_04,cell4_3_04,3,50,20,18,-2.0,down,1044.543,-0.008762482601864323,0.0016773171903176733
cell4_03_3_04,3_04,cell4_3_04,3,50,20,19,-1.0,cell,815.236,-0.00791491225935213,815.236
cell4_03_3_04,3_04,cell4_3_04,3,50,20,19,-1.0,up,554.143,-0.08075125377060138,-0.07331599111403057
cell4_03_3_04,3_04,cell4_3_04,3,50,20,19,-1.0,down,1046.775,-0.006644386804149116,0.0012725791465563224
cell4_03_3_04,3_04,cell4_3_04,3,50,20,20,0.0,cell,816.749,-0.006073697276510801,816.749
cell4_03_3_04,3_04,cell4_3_04,3,50,20,20,0.0,up,683.643,0.13407183816903714,0.14112685627356752
cell4_03_3_04,3_04,cell4_3_04,3,50,20,20,0.0,down,1039.796,-0.013267232042613814,-0.007245506981488351
cell4_03_3_04,3_04,cell4_3_04,3,50,20,21,1.0,cell,752.768,-0.08393409107503587,752.768
cell4_03_3_04,3_04,cell4_3_04,3,50,20,21,1.0,up,663.214,0.10018287334096865,0.20111807617494876
cell4_03_3_04,3_04,cell4_3_04,3,50,20,21,1.0,down,950.537,-0.09797113563053717,-0.015331130503843583
cell4_03_3_04,3_04,cell4_3_04,3,50,20,22,2.0,cell,744.457,-0.09404799571640667,744.457
cell4_03_3_04,3_04,cell4_3_04,3,50,20,22,2.0,up,651.286,0.08039592476447419,0.19268372077344698
cell4_03_3_04,3_04,cell4_3_04,3,50,20,22,2.0,down,936.292,-0.11148917982339131,-0.019259691845896994
cell4_03_3_04,3_04,cell4_3_04,3,50,20,23,3.0,cell,737.878,-0.10205417772044681,737.878
cell4_03_3_04,3_04,cell4_3_04,3,50,20,23,3.0,up,633.714,0.051246338883676475,0.17085174186014146
cell4_03_3_04,3_04,cell4_3_04,3,50,20,23,3.0,down,924.127,-0.12303337130152901,-0.023371424193901306
cell4_03_3_04,3_04,cell4_3_04,3,50,20,24,4.0,cell,730.438,-0.11110813639350649,730.438
cell4_03_3_04,3_04,cell4_3_04,3,50,20,24,4.0,up,719.214,0.1930793455310826,0.3423567180612421
cell4_03_3_04,3_04,cell4_3_04,3,50,20,24,4.0,down,912.895,-0.1336921759609981,-0.025414826691469158
cell4_03_3_04,3_04,cell4_3_04,3,50,20,25,5.0,cell,733.965,-0.10681602453330734,733.965
cell4_03_3_04,3_04,cell4_3_04,3,50,20,25,5.0,up,737.0,0.22258392864489265,0.368942806436621
cell4_03_3_04,3_04,cell4_3_04,3,50,20,25,5.0,down,918.081,-0.12877082972132511,-0.024588257975220015
cell4_03_3_04,3_04,cell4_3_04,3,50,20,26,6.0,cell,737.536,-0.10247036775622467,737.536
cell4_03_3_04,3_04,cell4_3_04,3,50,20,26,6.0,up,685.571,0.13727013099729676,0.2672502381127738
cell4_03_3_04,3_04,cell4_3_04,3,50,20,26,6.0,down,923.402,-0.1237213728487258,-0.023685099532769142
cell4_03_3_04,3_04,cell4_3_04,3,50,20,27,7.0,cell,731.603,-0.10969041302601804,731.603
cell4_03_3_04,3_04,cell4_3_04,3,50,20,27,7.0,up,677.143,0.12328921193268463,0.2618219627247825
cell4_03_3_04,3_04,cell4_3_04,3,50,20,27,7.0,down,914.53,-0.1321406138511128,-0.02522404203195972
cell4_03_3_04,3_04,cell4_3_04,3,50,20,28,8.0,cell,724.822,-0.11794241487575147,724.822
cell4_03_3_04,3_04,cell4_3_04,3,50,20,28,8.0,up,713.929,0.18431224096814047,0.34281697740092887
cell4_03_3_04,3_04,cell4_3_04,3,50,20,28,8.0,down,906.807,-0.1394694910221491,-0.024413397681614147
cell4_03_3_04,3_04,cell4_3_04,3,50,20,29,9.0,cell,730.332,-0.11123713096599899,730.332
cell4_03_3_04,3_04,cell4_3_04,3,50,20,29,9.0,up,683.714,0.13418961762484966,0.27628395499662256
cell4_03_3_04,3_04,cell4_3_04,3,50,20,29,9.0,down,915.494,-0.13122580903525374,-0.022498342098559262
cell4_03_3_04,3_04,cell4_3_04,3,50,20,30,10.0,cell,733.322,-0.1075985104777667,733.322
cell4_03_3_04,3_04,cell4_3_04,3,50,20,30,10.0,up,661.571,0.09745735720153365,0.22991447295102435
cell4_03_3_04,3_04,cell4_3_04,3,50,20,30,10.0,down,920.434,-0.1265379088378021,-0.021230857890060174
cell4_03_3_04,3_04,cell4_3_04,3,50,20,31,11.0,cell,736.596,-0.1036142818896488,736.596
cell4_03_3_04,3_04,cell4_3_04,3,50,20,31,11.0,up,627.571,0.04105592765753589,0.16151995976352881
cell4_03_3_04,3_04,cell4_3_04,3,50,20,31,11.0,down,927.211,-0.12010675506490122,-0.018406781367627325
cell4_03_3_04,3_04,cell4_3_04,3,50,20,32,12.0,cell,730.371,-0.11118967069876119,730.371
cell4_03_3_04,3_04,cell4_3_04,3,50,20,32,12.0,up,637.929,0.058238457281557236,0.19075384153589905
cell4_03_3_04,3_04,cell4_3_04,3,50,20,32,12.0,down,918.345,-0.1285203022613803,-0.019506598689814227
cell4_03_3_04,3_04,cell4_3_04,3,50,20,33,13.0,cell,732.344,-0.10878866794849948,732.344
cell4_03_3_04,3_04,cell4_3_04,3,50,20,33,13.0,up,682.714,0.13253075205002618,0.27091600120133025
cell4_03_3_04,3_04,cell4_3_04,3,50,20,33,13.0,down,919.742,-0.12719459445250586,-0.020660612568232636
cell4_03_3_04,3_04,cell4_3_04,3,50,20,34,14.0,cell,723.1,-0.12003796821379023,723.1
cell4_03_3_04,3_04,cell4_3_04,3,50,20,34,14.0,up,635.0,0.053379640012899354,0.19720502333288675
cell4_03_3_04,3_04,cell4_3_04,3,50,20,34,14.0,down,913.42,-0.1331939679440625,-0.014958596359845535
cell4_03_3_04,3_04,cell4_3_04,3,50,20,35,15.0,cell,727.702,-0.1144376566797284,727.702
cell4_03_3_04,3_04,cell4_3_04,3,50,20,35,15.0,up,644.143,0.06854664796351033,0.20676273252063432
cell4_03_3_04,3_04,cell4_3_04,3,50,20,35,15.0,down,919.701,-0.12723350212620935,-0.014457356698719248
cell4_03_3_04,3_04,cell4_3_04,3,50,20,36,16.0,cell,731.029,-0.11038893080536424,731.029
cell4_03_3_04,3_04,cell4_3_04,3,50,20,36,16.0,up,669.0,0.10978106955689712,0.24762675245910235
cell4_03_3_04,3_04,cell4_3_04,3,50,20,36,16.0,down,918.908,-0.12798603347369503,-0.01978858226153322
cell4_03_3_04,3_04,cell4_3_04,3,50,20,37,17.0,cell,729.401,-0.11237009273006067,729.401
cell4_03_3_04,3_04,cell4_3_04,3,50,20,37,17.0,up,678.429,0.12542251306190752,0.2680349275461261
cell4_03_3_04,3_04,cell4_3_04,3,50,20,37,17.0,down,918.871,-0.1280211452767934,-0.01764033781450292
cell4_03_3_04,3_04,cell4_3_04,3,50,20,38,18.0,cell,733.423,-0.10747560055492006,733.423
cell4_03_3_04,3_04,cell4_3_04,3,50,20,38,18.0,up,681.071,0.12980523591059118,0.26599219979618066
cell4_03_3_04,3_04,cell4_3_04,3,50,20,38,18.0,down,924.566,-0.12261677450260561,-0.016972372357048734
cell4_03_3_04,3_04,cell4_3_04,3,50,20,39,19.0,cell,728.481,-0.11348966826490132,728.481
cell4_03_3_04,3_04,cell4_3_04,3,50,20,39,19.0,up,597.214,-0.009302254597379945,0.11764767116348551
cell4_03_3_04,3_04,cell4_3_04,3,50,20,39,19.0,down,919.801,-0.12713860536107874,-0.01540420072187794
cell4_03_3_04,3_04,cell4_3_04,3,50,20,40,20.0,cell,732.805,-0.10822766325115007,732.805
cell4_03_3_04,3_04,cell4_3_04,3,50,20,40,20.0,up,659.714,0.09437684382908652,0.227327437636536
cell4_03_3_04,3_04,cell4_3_04,3,50,20,40,20.0,down,923.296,-0.12382196341976422,-0.017494793563901944
cell4_03_3_04,3_04,cell4_3_04,3,50,20,41,21.0,cell,732.022,-0.10918051938569372,732.022
cell4_03_3_04,3_04,cell4_3_04,3,50,20,41,21.0,up,682.643,0.13241297259421367,0.2713428193384539
cell4_03_3_04,3_04,cell4_3_04,3,50,20,41,21.0,down,921.838,-0.12520555825536847,-0.01799702500739769
cell4_03_3_04,3_04,cell4_3_04,3,50,20,42,22.0,cell,732.243,-0.10891157787134612,732.243
cell4_03_3_04,3_04,cell4_3_04,3,50,20,42,22.0,up,577.286,-0.04236012777246211,0.07480323115710306
cell4_03_3_04,3_04,cell4_3_04,3,50,20,42,22.0,down,923.905,-0.12324404212011893,-0.016092164735431864
cell4_03_3_04,3_04,cell4_3_04,3,50,20,43,23.0,cell,734.034,-0.10673205636819434,734.034
cell4_03_3_04,3_04,cell4_3_04,3,50,20,43,23.0,up,599.714,-0.005155090660321286,0.11383581241313455
cell4_03_3_04,3_04,cell4_3_04,3,50,20,43,23.0,down,925.0,-0.12220492254193882,-0.01732957295304436
cell4_03_3_04,3_04,cell4_3_04,3,50,20,44,24.0,cell,730.384,-0.11117385060968189,730.384
cell4_03_3_04,3_04,cell4_3_04,3,50,20,44,24.0,up,664.929,0.10302782780179075,0.24112976296056124
cell4_03_3_04,3_04,cell4_3_04,3,50,20,44,24.0,down,920.816,-0.12617540319500314,-0.016885873988696665
cell4_03_3_04,3_04,cell4_3_04,3,50,20,45,25.0,cell,729.704,-0.11200136296152075,729.704
cell4_03_3_04,3_04,cell4_3_04,3,50,20,45,25.0,up,636.214,0.05539350282073514,0.18863813981051689
cell4_03_3_04,3_04,cell4_3_04,3,50,20,45,25.0,down,914.766,-0.1319166574854046,-0.022435059153200473
cell4_03_3_04,3_04,cell4_3_04,3,50,20,46,26.0,cell,737.913,-0.10201158517292575,737.913
cell4_03_3_04,3_04,cell4_3_04,3,50,20,46,26.0,up,739.5,0.2267310925819513,0.36623744332769625
cell4_03_3_04,3_04,cell4_3_04,3,50,20,46,26.0,down,924.644,-0.12254275502580377,-0.02287140079840323
cell4_03_3_04,3_04,cell4_3_04,3,50,20,47,27.0,cell,737.517,-0.10249348942487886,737.517
cell4_03_3_04,3_04,cell4_3_04,3,50,20,47,27.0,up,693.714,0.15077827337308428,0.2823352787646338
cell4_03_3_04,3_04,cell4_3_04,3,50,20,47,27.0,down,925.072,-0.12213659687104479,-0.02189420754971229
cell4_03_3_04,3_04,cell4_3_04,3,50,20,48,28.0,cell,736.568,-0.10364835592766572,736.568
cell4_03_3_04,3_04,cell4_3_04,3,50,20,48,28.0,up,671.571,0.11404601294976828,0.24300321966397423
cell4_03_3_04,3_04,cell4_3_04,3,50,20,48,28.0,down,924.746,-0.12244596032537057,-0.020979141833868974
cell4_03_3_04,3_04,cell4_3_04,3,50,20,49,29.0,cell,734.528,-0.10613089298318201,734.528
cell4_03_3_04,3_04,cell4_3_04,3,50,20,49,29.0,up,629.357,0.0440186615741705,0.16810498686518727
cell4_03_3_04,3_04,cell4_3_04,3,50,20,49,29.0,down,923.454,-0.12367202653085796,-0.01963174181663082
cell4_03_3_04,3_04,cell4_3_04,3,50,20,50,30.0,cell,736.398,-0.10385523401562537,736.398
cell4_03_3_04,3_04,cell4_3_04,3,50,20,50,30.0,up,708.5,0.17530625976242392,0.311657421635141
cell4_03_3_04,3_04,cell4_3_04,3,50,20,50,30.0,down,926.756,-0.12053853534624549,-0.01862467007313997
cell4_03_3_04,3_04,cell4_3_04,3,50,20,51,31.0,cell,735.954,-0.10439555090417901,735.954
cell4_03_3_04,3_04,cell4_3_04,3,50,20,51,31.0,up,652.286,0.08205479033929766,0.2083160770274288
cell4_03_3_04,3_04,cell4_3_04,3,50,20,51,31.0,down,926.636,-0.12065241146440221,-0.018159756721855463
cell4_03_3_04,3_04,cell4_3_04,3,50,20,52,32.0,cell,732.607,-0.10846861537712663,732.607
cell4_03_3_04,3_04,cell4_3_04,3,50,20,52,32.0,up,630.429,0.045796965470381264,0.17316280518800498
cell4_03_3_04,3_04,cell4_3_04,3,50,20,52,32.0,down,921.397,-0.12562405298959434,-0.019250579542448694
cell4_03_3_04,3_04,cell4_3_04,3,50,20,53,33.0,cell,731.543,-0.10976342882176844,731.543
cell4_03_3_04,3_04,cell4_3_04,3,50,20,53,33.0,up,589.5,-0.022098743641568233,0.09859373269558049
cell4_03_3_04,3_04,cell4_3_04,3,50,20,53,33.0,down,921.743,-0.12529571018224245,-0.017455295295488064
cell4_03_3_04,3_04,cell4_3_04,3,50,20,54,34.0,cell,739.927,-0.09956068829556793,739.927
cell4_03_3_04,3_04,cell4_3_04,3,50,20,54,34.0,up,661.786,0.09781401330012056,0.2193317067795935
cell4_03_3_04,3_04,cell4_3_04,3,50,20,54,34.0,down,931.976,-0.11558492420642809,-0.017803948542786205
cell4_03_3_04,3_04,cell4_3_04,3,50,20,55,35.0,cell,736.634,-0.10356803855234015,736.634
cell4_03_3_04,3_04,cell4_3_04,3,50,20,55,35.0,up,678.643,0.12577751029491982,0.2559801632161269
cell4_03_3_04,3_04,cell4_3_04,3,50,20,55,35.0,down,926.786,-0.12051006631670634,-0.018907321466333428
cell4_03_3_04,3_04,cell4_3_04,3,50,20,56,36.0,cell,736.992,-0.10313237763769567,736.992
cell4_03_3_04,3_04,cell4_3_04,3,50,20,56,36.0,up,688.429,0.14201116881014214,0.27347243736042604
cell4_03_3_04,3_04,cell4_3_04,3,50,20,56,36.0,down,922.423,-0.12465041217935441,-0.024000309617916906
cell4_03_3_04,3_04,cell4_3_04,3,50,20,57,37.0,cell,748.549,-0.0890683184462239,748.549
cell4_03_3_04,3_04,cell4_3_04,3,50,20,57,37.0,up,662.643,0.09923566109774441,0.20684792119373274
cell4_03_3_04,3_04,cell4_3_04,3,50,20,57,37.0,down,938.634,-0.10926669758403264,-0.022181212719014774
cell4_03_3_04,3_04,cell4_3_04,3,50,20,58,38.0,cell,736.619,-0.10358629250127775,736.619
cell4_03_3_04,3_04,cell4_3_04,3,50,20,58,38.0,up,639.0,0.06001510231219321,0.18263603588725738
cell4_03_3_04,3_04,cell4_3_04,3,50,20,58,38.0,down,925.752,-0.12149129886815675,-0.019981954536906876
cell4_03_3_04,3_04,cell4_3_04,3,50,20,59,39.0,cell,741.736,-0.09735926205369097,741.736
cell4_03_3_04,3_04,cell4_3_04,3,50,20,59,39.0,up,635.857,0.054801287810523014,0.16870059580680102
cell4_03_3_04,3_04,cell4_3_04,3,50,20,59,39.0,down,931.012,-0.11649972902228713,-0.021212868021238035
cell4_03_3_04,3_04,cell4_3_04,3,50,20,60,40.0,cell,736.049,-0.10427994256090738,736.049
cell4_03_3_04,3_04,cell4_3_04,3,50,20,60,40.0,up,651.429,0.080633142541674,0.20657279256313277
cell4_03_3_04,3_04,cell4_3_04,3,50,20,60,40.0,down,925.416,-0.12181015199899548,-0.01957899491161519
cell4_03_3_04,3_04,cell4_3_04,3,50,20,61,41.0,cell,743.599,-0.09509212159563847,743.599
cell4_03_3_04,3_04,cell4_3_04,3,50,20,61,41.0,up,672.429,0.11546931961296673,0.23282321730695424
cell4_03_3_04,3_04,cell4_3_04,3,50,20,61,41.0,down,930.752,-0.11674646061162669,-0.023937761420030366
cell4_03_3_04,3_04,cell4_3_04,3,50,20,62,42.0,cell,741.744,-0.09734952661425753,741.744
cell4_03_3_04,3_04,cell4_3_04,3,50,20,62,42.0,up,611.857,0.014988514014759893,0.12457663917470412
cell4_03_3_04,3_04,cell4_3_04,3,50,20,62,42.0,down,930.471,-0.11701312052164363,-0.021792180051052105
cell4_03_3_04,3_04,cell4_3_04,3,50,20,63,43.0,cell,744.719,-0.09372916007496283,744.719
cell4_03_3_04,3_04,cell4_3_04,3,50,20,63,43.0,up,673.214,0.11677152908920328,0.23240619124008777
cell4_03_3_04,3_04,cell4_3_04,3,50,20,63,43.0,down,932.328,-0.11525088759316839,-0.023755447628720238
cell4_03_3_04,3_04,cell4_3_04,3,50,20,64,44.0,cell,750.395,-0.08682186579696745,750.395
cell4_03_3_04,3_04,cell4_3_04,3,50,20,64,44.0,up,708.5,0.17530625976242392,0.2871912818945684
cell4_03_3_04,3_04,cell4_3_04,3,50,20,64,44.0,down,938.965,-0.10895258929145034,-0.024242713950443147
cell4_03_3_04,3_04,cell4_3_04,3,50,20,65,45.0,cell,746.097,-0.09205223063256021,746.097
cell4_03_3_04,3_04,cell4_3_04,3,50,20,65,45.0,up,622.571,0.032761599783418575,0.13759260404202772
cell4_03_3_04,3_04,cell4_3_04,3,50,20,65,45.0,down,936.001,-0.11176532940992141,-0.021719607158271752
cell4_03_3_04,3_04,cell4_3_04,3,50,20,66,46.0,cell,748.698,-0.08888699588677687,748.698
cell4_03_3_04,3_04,cell4_3_04,3,50,20,66,46.0,up,657.714,0.0910591126794396,0.1976325194719755
cell4_03_3_04,3_04,cell4_3_04,3,50,20,66,46.0,down,938.543,-0.1093530536403015,-0.02247059061524953
cell4_03_3_04,3_04,cell4_3_04,3,50,20,67,47.0,cell,743.302,-0.09545354978460338,743.302
cell4_03_3_04,3_04,cell4_3_04,3,50,20,67,47.0,up,621.286,0.030629957519770285,0.1395133897280628
cell4_03_3_04,3_04,cell4_3_04,3,50,20,67,47.0,down,930.802,-0.11669901222906132,-0.0234953027639165
cell4_03_3_04,3_04,cell4_3_04,3,50,20,68,48.0,cell,746.716,-0.09129895100640105,746.716
cell4_03_3_04,3_04,cell4_3_04,3,50,20,68,48.0,up,695.5,0.1537410072897189,0.2697985998676773
cell4_03_3_04,3_04,cell4_3_04,3,50,20,68,48.0,down,931.138,-0.11638015909822248,-0.027609015045006107
cell4_03_3_04,3_04,cell4_3_04,3,50,20,69,49.0,cell,745.8,-0.09241365882152512,745.8
cell4_03_3_04,3_04,cell4_3_04,3,50,20,69,49.0,up,705.857,0.17092187804816547,0.29029054130838766
cell4_03_3_04,3_04,cell4_3_04,3,50,20,69,49.0,down,930.801,-0.11669996119671261,-0.026767076070538368
cell4_03_3_04,3_04,cell4_3_04,3,50,20,70,50.0,cell,748.924,-0.0886119697227834,748.924
cell4_03_3_04,3_04,cell4_3_04,3,50,20,70,50.0,up,661.357,0.09710235996852133,0.20390265737232943
cell4_03_3_04,3_04,cell4_3_04,3,50,20,70,50.0,down,935.983,-0.11178241082764494,-0.025431111985806994
cell4_03_3_04,3_04,cell4_3_04,3,50,20,71,51.0,cell,743.868,-0.09476476744469048,743.868
cell4_03_3_04,3_04,cell4_3_04,3,50,20,71,51.0,up,668.5,0.10895163676948538,0.22517662341305442
cell4_03_3_04,3_04,cell4_3_04,3,50,20,71,51.0,down,927.349,-0.11997579752902096,-0.027858100296583588
cell4_03_3_04,3_04,cell4_3_04,3,50,20,72,52.0,cell,744.366,-0.09415873633996158,744.366
cell4_03_3_04,3_04,cell4_3_04,3,50,20,72,52.0,up,673.286,0.1168909674105904,0.2331225020024786
cell4_03_3_04,3_04,cell4_3_04,3,50,20,72,52.0,down,930.478,-0.11700647774808454,-0.025230545472397697
cell4_03_3_04,3_04,cell4_3_04,3,50,20,73,53.0,cell,751.247,-0.08578504149731064,751.247
cell4_03_3_04,3_04,cell4_3_04,3,50,20,73,53.0,up,617.286,0.023994495220476433,0.12020328848491019
cell4_03_3_04,3_04,cell4_3_04,3,50,20,73,53.0,down,941.124,-0.10690376813228067,-0.023108280799805172
cell4_03_3_04,3_04,cell4_3_04,3,50,20,74,54.0,cell,742.716,-0.09616667072309977,742.716
cell4_03_3_04,3_04,cell4_3_04,3,50,20,74,54.0,up,628.5,0.042597013776546844,0.15365424608163727
cell4_03_3_04,3_04,cell4_3_04,3,50,20,74,54.0,down,929.164,-0.1182534212419006,-0.0244446265952652
cell4_03_3_04,3_04,cell4_3_04,3,50,20,75,55.0,cell,737.451,-0.10257380680020443,737.451
cell4_03_3_04,3_04,cell4_3_04,3,50,20,75,55.0,up,632.357,0.0489952582986409,0.16902104153703934
cell4_03_3_04,3_04,cell4_3_04,3,50,20,75,55.0,down,925.204,-0.12201133314107244,-0.021667089586818792
cell4_03_3_04,3_04,cell4_3_04,3,50,20,76,56.0,cell,742.23,-0.09675809866867864,742.23
cell4_03_3_04,3_04,cell4_3_04,3,50,20,76,56.0,up,646.143,0.07186437911315725,0.18681576445891868
cell4_03_3_04,3_04,cell4_3_04,3,50,20,76,56.0,down,926.545,-0.12073876752067107,-0.02655741111424599
cell4_03_3_04,3_04,cell4_3_04,3,50,20,77,57.0,cell,746.108,-0.09203884440333933,746.108
cell4_03_3_04,3_04,cell4_3_04,3,50,20,77,57.0,up,620.643,0.02956330695515894,0.1340529470475886
cell4_03_3_04,3_04,cell4_3_04,3,50,20,77,57.0,down,934.586,-0.11310811863651937,-0.023212924206505153
cell4_03_3_04,3_04,cell4_3_04,3,50,20,78,58.0,cell,740.671,-0.09865529242826193,740.671
cell4_03_3_04,3_04,cell4_3_04,3,50,20,78,58.0,up,599.429,-0.005627867349146109,0.10333037837227707
cell4_03_3_04,3_04,cell4_3_04,3,50,20,78,58.0,down,926.686,-0.12060496308183685,-0.024360013662379193
cell4_03_3_04,3_04,cell4_3_04,3,50,20,79,59.0,cell,741.192,-0.09802127193516197,741.192
cell4_03_3_04,3_04,cell4_3_04,3,50,20,79,59.0,up,664.071,0.10160452113859231,0.2214535568724525
cell4_03_3_04,3_04,cell4_3_04,3,50,20,79,59.0,down,928.209,-0.11915968534889788,-0.023443483931377015
cell4_03_3_04,3_04,cell4_3_04,3,50,20,80,60.0,cell,748.508,-0.08911821257331999,748.508
cell4_03_3_04,3_04,cell4_3_04,3,50,20,80,60.0,up,672.929,0.11629875240037846,0.22564857594659923
